Tweet,Created_at,Year,Month,City,Sentiment,Emotion,Dominant Topic
"in short, they just don't want to be alone if it turns out that the vaccine has side effects down the road. most didn't want it but got it anyway because they felt pressured. seeing others who haven't fallen prey to such peer pressure is a reminder of how mentally weak they are.",2021-06-28,2021,6,"Long Beach,CA",negative,sadness,Topic 2
"it's almost as if the vaccine cult just wants you to make the same mistake as them, or at least they feel better with more people taking it as it's confirmation that they made the right decision. unlike you idiots, i don't gamble with my life. enjoy your complications.",2021-06-28,2021,6,"Long Beach,CA",positive,anger,Topic 3
"the fda has added warnings about heart inflammation for the pfizer and moderna vaccines. looks like my decision to hold off on these experimental drugs is turning out to be pretty wise. don't forget, i can still take it anytime. you can't untake it.",2021-06-28,2021,6,"Long Beach,CA",positive,optimism,Topic 2
"at this point of our timeline, dying from covid would be euthanasia.",2021-06-28,2021,6,"Long Beach,CA",neutral,sadness,Topic 3
"just a reminder that the covid vaccine was pushed as a way for us to ""get back to normal"" lol.",2021-06-28,2021,6,"Long Beach,CA",positive,joy,Topic 2
"please take the fda heart inflammation warning seriously. it's no joke, nor is it some crazy antivaxx propaganda. take note especially if your kids haven't had the shot yet. the vaccine has killed way more children than covid itself.",2021-06-29,2021,6,"Long Beach,CA",negative,anger,Topic 2
must be that clever delta variant! or is it the lambda variant!?,2021-06-30,2021,6,"Long Beach,CA",positive,joy,Topic 4
i read where only % of people at la hospitals and % of icu patients are due to covid. real state of emergency huh?,2021-06-30,2021,6,"Long Beach,CA",negative,sadness,Topic 4
"hey guys, did you hear the news? republicans invented covid. what a chump.",2021-06-10,2021,6,"Omaha,NE",neutral,anger,Topic 2
"in a country that showered philanthropic and government aid on the children who lost parents to the /11 terror attacks, theres been no organized effort to identify, track or support the tens of thousands of kids left bereaved by covid-19.",2021-06-23,2021,6,"Omaha,NE",negative,sadness,Topic 3
"the protocol that the hid behind leaves much up to interpretation. using the term may etc. not being clear with protocols or guidelines,especially having such dire consequences,is very poor form.also if this was a clinical trail, this vaccine would have failed miserably",2021-06-27,2021,6,"Omaha,NE",negative,anger,Topic 3
which if our teams situation was a clinical trail. the vaccine would have failed miserably.,2021-06-27,2021,6,"Omaha,NE",negative,sadness,Topic 4
"i dont know if this has all of the healthy fruits and vegetables that are needed to survive the covid. but i also know it tastes fantastic, so i dont care. ponzu sushi and grill",2021-06-28,2021,6,"Omaha,NE",positive,joy,Topic 2
sydney's outbreak spreads across australia as cases soar | coronavirus |... via another covid wave inevitable!,2021-06-28,2021,6,"Omaha,NE",neutral,sadness,Topic 4
"i feel for australia right now, but this is a wild sentence: two naked sunbathers were also fined for breaching coronavirus restrictions after they were startled by a deer and ran into a forest, where they became lost and had to be rescued.",2021-06-28,2021,6,"Omaha,NE",positive,sadness,Topic 1
"yeah, &amp; also cost the vaccine its efficacy",2021-06-28,2021,6,"Omaha,NE",positive,sadness,Topic 4
sigh. western nebraska. its not for everyone. especially if you dont want to get .,2021-06-29,2021,6,"Omaha,NE",negative,sadness,Topic 2
does australia have some new covid-19 variant that makes your blokes do silly things? bob wants to know.,2021-06-29,2021,6,"Omaha,NE",positive,joy,Topic 2
"but you said there is no racism. please explain how there could be jim crowism in wf. if employees are not vaccinated it makes sense to wear a mask, especially if black, because the black community was hit so hard. please organize vaccine vans for your staff",2021-06-21,2021,6,"Raleigh,NC",negative,anger,Topic 3
what did you think of ivanka and her covid dress?,2021-06-26,2021,6,"Raleigh,NC",neutral,joy,Topic 2
remember the s chicken pox parties? perhaps these nut jobs could have their own covid parties.,2021-06-26,2021,6,"Raleigh,NC",positive,anger,Topic 1
"absolutely incredible reporting here. -the who competed in nc states final game were the teams vaccinated players. -per ncsu, ncaa declined request for saturday double header pending full-team covid test results. positive tests total.",2021-06-27,2021,6,"Raleigh,NC",positive,joy,Topic 4
"nope. heres the deal, and . you sent a team home for, we assume, covid protocol issues (without really explaining it to anyone, but whatever). you cant brag about unmasked attendance, that certainly includes unvaxxed, hours later.",2021-06-27,2021,6,"Raleigh,NC",positive,anger,Topic 2
hospitals should require vaccinations before discharging covid patients.,2021-06-27,2021,6,"Raleigh,NC",neutral,sadness,Topic 4
this is what a does you ! biden administration ships first pfizer doses abroad in global vaccine initiative,2021-06-28,2021,6,"Raleigh,NC",neutral,anger,Topic 4
"two questions that will quickly let me know how well we will get along: . how do you feel about the covid-19 vaccines. . what do you think of f9, the newest release in the fast and furious cinematic universe.",2021-06-28,2021,6,"Raleigh,NC",negative,joy,Topic 2
"choices have consequences... and young adults are having lots of long term problems. the wait list for the post covid clinic is months long, and when you get there, there are no answers.",2021-06-29,2021,6,"Raleigh,NC",negative,sadness,Topic 2
wondering what the long term implications of these findings will be? patients with acute myocarditis following mrna covid-19 vaccination via part of,2021-06-29,2021,6,"Raleigh,NC",neutral,sadness,Topic 4
